hg19_id	chr_tss_hg19	start_tss_hg19	biotype_hg19	cage_id_hg19	name_peak_hg19	minimal_biotype_hg19	stem_exp_hg19	mm9_id	chr_tss_mm9	start_tss_mm9	biotype_mm9	cage_id_mm9	name_peak_mm9	minimal_biotype_mm9	stem_exp_mm9	tss_tile_num	orig_species	biotype_switch_minimal	HUES64_hg19	mESC_hg19	HUES64_mm9	mESC_mm9	HUES64_padj_hg19	mESC_padj_hg19	HUES64_padj_mm9	mESC_padj_mm9	logFC_native	fdr_native	native_status	native_status_det	logFC_cis_HUES64	fdr_cis_HUES64	logFC_cis_mESC	fdr_cis_mESC	cis_HUES64_status	cis_mESC_status	cis_HUES64_status_det	cis_mESC_status_det	cis_status_one	cis_status_det_one	logFC_cis_one	logFC_trans_human	fdr_trans_human	logFC_trans_mouse	fdr_trans_mouse	trans_human_status	trans_mouse_status	trans_human_status_det	trans_mouse_status_det	trans_status_one	trans_status_det_one	logFC_trans_one	logFC_int	fdr_int	cis_trans_int_status	cis_trans_int_status_det
h.1219	chr3	185482497.0	enhancer	chr3:185482318-185482647	chr3:185482318-185482647__NEGATIVE	eRNA	0.030463999999999998	m.1091	chr16	22119039.0	enhancer	chr16:22118863-22119943	chr16:22118863-22119943__NEGATIVE	eRNA	0.016984	tile1	human	eRNA	0.987576634161239	0.909302295306883	0.708623654117215	1.05216808334566	0.709057649258317	0.783680213172532	0.834696358050103	0.751948162750503	-0.0204686294123468	0.9407235597507579	no native effect	no native effect	-0.491013626682739	0.0467511073723226	-0.0763609908816506	0.8157507633068	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.491013626682739	0.120016025998316	0.574043003372145	0.495543934880174	0.0989643976435864	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.495543934880174	0.24335244774113	0.917205211907437	no cis/trans int. effect	no cis/trans int. effect
h.1220	chr3	190335128.0	enhancer	chr3:190335085-190335347	chr3:190335085-190335347__NEGATIVE	eRNA	0.0344893	m.1092	chr16	26689882.0	enhancer	chr16:26689881-26690076	chr16:26689881-26690076__NEGATIVE	eRNA	0.0	tile1	human	eRNA	0.9328371936967829	0.977307106041874	0.8600935523750709	1.3655757195586202	0.7450082780708259	0.7674786587952521	0.779356194913619	0.5259335394917779	0.9915726628868349	0.0141249482175243	no native effect	no native effect	-0.0130848768522897	0.9814208316786809	0.591919746447287	0.11364740126058599	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.591919746447287	0.176615832435269	0.641125193290793	0.565566636430662	0.0698546124267123	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.565566636430662	0.4504957073911551	0.8326859321818779	no cis/trans int. effect	no cis/trans int. effect
h.1222	chr21	35574411.0	enhancer	chr21:35574029-35574459	chr21:35574029-35574459__NEGATIVE	eRNA	0.28981	m.1094	chr16	92158958.0	enhancer	chr16:92158795-92159179	chr16:92158795-92159179__POSITIVE	eRNA	0.0785635	tile1	human	eRNA	0.3883080416557	0.8059155507244691	3.2500614742342	1.30312425315752	0.9540933024095508	0.818758222474007	1.0319533476602601e-10	0.5944610926133449	4.25779170180559	2.61389682749682e-13	significant native effect	"native effect
(higher in mouse)"	4.9093163704811	8.601901658705279e-18	2.5472729596515498	1.4408940478666599e-05	significant cis effect	significant cis effect	"cis effect
(higher in mouse)"	"cis effect
(higher in mouse)"	significant cis effect	"cis effect
(higher in mouse)"	4.9093163704811	0.9767573636003141	0.16751717188482998	-0.78305108990308	0.00014606220149228	no trans effect	significant trans effect	no trans effect	"trans effect
(higher in human)"	significant trans effect	"trans effect
(higher in human)"	-0.78305108990308	-2.26758522906987	0.000859444839714701	significant cis/trans int. effect	"cis/trans int. effect
(higher in human)"
h.1412	chr21	35574414.0	enhancer	chr21:35574029-35574459	chr21:35574029-35574459__POSITIVE	eRNA	0.28981	m.1094	chr16	92158958.0	enhancer	chr16:92158795-92159179	chr16:92158795-92159179__POSITIVE	eRNA	0.0785635	tile1	human	eRNA	1.9027785938580801	1.39636848941246	3.2500614742342	1.30312425315752	0.0110195730481955	0.49040925838371596	1.0319533476602601e-10	0.5944610926133449	-0.16234227566701903	0.7102335266189459	no native effect	no native effect	0.25703838046523103	0.544369933126918	-0.0332925197809383	0.946055864427668	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.25703838046523103	-0.10970873346024601	0.7528781979008129	-0.7089981665931959	0.00517345738467811	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.7089981665931959	-0.613043072060762	0.594391986565969	no cis/trans int. effect	no cis/trans int. effect
h.1223	chr19	52192368.0	enhancer	chr19:52192085-52192767	chr19:52192085-52192767__NEGATIVE	eRNA	0.538459	m.1095	chr17	17963838.0	enhancer	chr17:17963434-17964194	chr17:17963434-17964194__NEGATIVE	eRNA	0.177152	tile1	human	eRNA	4.01551801469724	2.01631342888872	2.9097319756991804	1.69109415944646	3.59242734037058e-18	0.029084773092605	4.45284984222547e-08	0.178797060329758	-0.23108953297594298	0.557159731913298	no native effect	no native effect	0.0186111603145886	0.9651953289630641	0.0563564687720814	0.8993411089071072	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.0563564687720814	-0.499685731267667	0.0522140388583966	-0.30283729894599104	0.307920329819348	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.499685731267667	0.35282750344752295	0.8589372368814109	no cis/trans int. effect	no cis/trans int. effect
h.1224	chr5	172234324.0	enhancer	chr5:172234136-172234644	chr5:172234136-172234644__NEGATIVE	eRNA	0.211383	m.1096	chr17	26675172.0	enhancer	chr17:26675030-26675318	chr17:26675030-26675318__NEGATIVE	eRNA	0.146501	tile1	human	eRNA	4.22573442078238	4.7287081155296296	8.365569441535861	5.654786028511451	1.37134525969859e-20	9.77404903336689e-21	9.536650919437356e-101	6.37342474098369e-32	0.0583370125713924	0.8575902827580981	no native effect	no native effect	0.28822460839655606	0.314879314737268	-0.171557536757075	0.589694928202055	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.28822460839655606	0.233088830679939	0.33420495646081	-0.24659149139301698	0.267973574548875	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.24659149139301698	-0.335576075058605	0.832070815230348	no cis/trans int. effect	no cis/trans int. effect
h.1225	chr6	32076093.0	enhancer	chr6:32075999-32076179	chr6:32075999-32076179__NEGATIVE	eRNA	0.0	m.1097	chr17	34798341.0	enhancer	chr17:34798049-34798713	chr17:34798049-34798713__NEGATIVE	eRNA	0.134332	tile1	human	eRNA	1.3365362100451599	1.68190545470312	1.5489925102028999	2.07917708463177	0.320952327233015	0.186395179965177	0.12363693232712401	0.0189218857902004	0.21509251563724696	0.33575063146091305	no native effect	no native effect	-0.348815705128978	0.135731479728318	-0.174738339803324	0.44549829958101705	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.348815705128978	0.395842406793385	0.0167399924666027	0.464646260189556	0.0280097907774012	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.464646260189556	0.0895894562775512	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.1227	chr19	6802520.0	enhancer	chr19:6802447-6802718	chr19:6802447-6802718__NEGATIVE	eRNA	0.0720219	m.1099	chr17	57430352.0	enhancer	chr17:57430323-57430664	chr17:57430323-57430664__NEGATIVE	eRNA	0.0	tile1	human	eRNA	2.49168998619628	2.3708464854408597	3.2954983388574797	2.45396876784942	2.1002853137363197e-05	0.0018139626592968698	4.2552953250256796e-11	0.000837064164368578	-0.0527162791038972	0.834328675535793	no native effect	no native effect	0.13437277252820198	0.56265979548216	-0.16779082192157	0.516079024215424	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.16779082192157	0.120392350089149	0.5006692004585029	-0.20058712929650302	0.41862596538823604	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.20058712929650302	-0.29708040533901003	0.8218080832678231	no cis/trans int. effect	no cis/trans int. effect
h.1228	chr2	42217489.0	enhancer	chr2:42217488-42217883	chr2:42217488-42217883__NEGATIVE	eRNA	0.0	m.1100	chr17	83564751.0	enhancer	chr17:83564450-83564752	chr17:83564450-83564752__POSITIVE	eRNA	0.045524800000000004	tile1	human	eRNA	1.11131519953246	1.0731425476029601	1.3834518883350801	1.2175965736790302	0.594391057936709	0.742673859368782	0.268479910130219	0.665559683602746	-0.18064895882324103	0.513189402301515	no native effect	no native effect	-0.41864105988338	0.154846963896474	-0.41676550285697705	0.112135675103916	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.41864105988338	0.146398680861534	0.541787650465324	0.024015581996628996	0.9520910373388342	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.146398680861534	-0.0758764222849599	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.1418	chr2	42217638.0	enhancer	chr2:42217488-42217883	chr2:42217488-42217883__POSITIVE	eRNA	0.0	m.1100	chr17	83564751.0	enhancer	chr17:83564450-83564752	chr17:83564450-83564752__POSITIVE	eRNA	0.0455248	tile1	human	eRNA	1.08215922930745	1.5361570764012802	1.3834518883350801	1.2175965736790302	0.621911179980173	0.327070331281205	0.268479910130219	0.665559683602746	0.145978012876591	0.691139296153926	no native effect	no native effect	-0.212081238962311	0.537929871881886	-0.34333503840724394	0.308456413000792	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.34333503840724394	0.488832421972806	0.0882999203866757	0.154090310299266	0.6909933501506109	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.488832421972806	-0.127420115767323	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.1229	chr2	42329535.0	enhancer	chr2:42328958-42329862	chr2:42328958-42329862__NEGATIVE	eRNA	0.060572400000000005	m.1101	chr17	83676822.0	enhancer	chr17:83676540-83676974	chr17:83676540-83676974__NEGATIVE	eRNA	0.0313543	tile1	human	eRNA	1.42947655638729	1.8008806471079701	1.3651214048671698	2.02226639092429	0.221382352501682	0.10472537928816901	0.28851471633261605	0.0279993485764235	0.579914192902085	0.11738773589978801	no native effect	no native effect	-0.12865058245827998	0.7670870239241949	0.287348964297349	0.435740841055223	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.287348964297349	0.27832105336809604	0.368563554607891	0.64395892842566	0.0351353047452157	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.64395892842566	0.419344347065721	0.830164320146883	no cis/trans int. effect	no cis/trans int. effect
h.1230	chr2	47419036.0	enhancer	chr2:47418967-47419222	chr2:47418967-47419222__NEGATIVE	eRNA	0.0	m.1102	chr17	87858892.0	enhancer	chr17:87858783-87858965	chr17:87858783-87858965__POSITIVE	eRNA	0.0582683	tile1	human	eRNA	1.0058225883045	0.911746076574807	0.763475902675758	0.931338592159908	0.694005882114722	0.7830295704149408	0.814863381312759	0.7787205472494381	-0.981757462678259	0.0031954586158120697	no native effect	no native effect	-1.6202974423415601	4.5024910761097705e-05	-1.09732684228872	0.00246250898084095	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-1.6202974423415601	0.0786437725478814	0.732650683418107	0.385433701398481	0.47980157468958506	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.385433701398481	0.18746992193518103	0.978268327865398	no cis/trans int. effect	no cis/trans int. effect
h.1420	chr2	47419221.0	enhancer	chr2:47418967-47419222	chr2:47418967-47419222__POSITIVE	eRNA	0.0	m.1102	chr17	87858892.0	enhancer	chr17:87858783-87858965	chr17:87858783-87858965__POSITIVE	eRNA	0.0582683	tile1	human	eRNA	0.844742058060874	1.14877304562857	0.763475902675758	0.931338592159908	0.7851637981741241	0.7089911280608431	0.814863381312759	0.7787205472494381	-0.0828566200039755	0.8027830308063539	no native effect	no native effect	-0.669850060315329	0.05884177740361401	-0.769874743196843	0.0127222462461072	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.769874743196843	0.5178419388404821	0.0209130232702979	0.381089043816947	0.425846291949886	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.5178419388404821	-0.209396207033965	0.9695217443247909	no cis/trans int. effect	no cis/trans int. effect
h.1231	chr18	32291112.0	enhancer	chr18:32291109-32291369	chr18:32291109-32291369__NEGATIVE	eRNA	0.0	m.1103	chr18	23656956.0	enhancer	chr18:23656955-23657136	chr18:23656955-23657136__NEGATIVE	eRNA	0.126422	tile1	human	eRNA	1.29094719447443	1.0009963392091	1.2403714600753701	1.06013620435584	0.37616527396326105	0.7629774856886999	0.44009610972152097	0.748367888086858	0.525629341538568	0.013342348209450001	no native effect	no native effect	0.48851126529335603	0.0261986164605967	0.67352310042218	0.00177402440571002	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.67352310042218	-0.10307838195882801	0.6558283245201241	0.000676347123248183	0.997888751160963	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.10307838195882801	0.119991347504671	0.981294726107755	no cis/trans int. effect	no cis/trans int. effect
h.1421	chr18	32291199.0	enhancer	chr18:32291109-32291369	chr18:32291109-32291369__POSITIVE	eRNA	0.0	m.1103	chr18	23656956.0	enhancer	chr18:23656955-23657136	chr18:23656955-23657136__NEGATIVE	eRNA	0.126422	tile1	human	eRNA	1.58399609551624	1.42307534375565	1.2403714600753701	1.06013620435584	0.101850224470108	0.45759824567901203	0.44009610972152097	0.748367888086858	-0.38843836265079706	0.015614136584323998	no native effect	no native effect	-0.396785297559455	0.0213898210065872	-0.43808576256258397	0.0135943210687432	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.43808576256258397	0.0681855377290023	0.6857162471171839	-0.008079889824941679	0.97555856216357	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.0681855377290023	-0.11412473439268903	0.9695217443247909	no cis/trans int. effect	no cis/trans int. effect
h.1236	chr18	77163545.0	enhancer	chr18:77163451-77163662	chr18:77163451-77163662__NEGATIVE	eRNA	0.0459513	m.1108	chr18	80901639.0	enhancer	chr18:80901638-80901791	chr18:80901638-80901791__NEGATIVE	eRNA	0.0	tile1	human	eRNA	0.8303750742285071	1.4611783113019299	0.804015169575912	0.8731612163742521	0.7916949358803871	0.4131064990235159	0.800032721088417	0.793426482585378	0.496180881337144	0.183517451763727	no native effect	no native effect	0.34037030578524	0.34435526082740503	-0.35903301069243604	0.293457550676773	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.35903301069243604	0.744882988111777	0.00544227453339366	0.22762747346883	0.43795230871759294	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.744882988111777	-0.42871675976578705	0.7836812468020559	no cis/trans int. effect	no cis/trans int. effect
h.1237	chr11	65076656.0	enhancer	chr11:65076655-65076852	chr11:65076655-65076852__NEGATIVE	eRNA	0.0290159	m.1109	chr19	5929653.0	enhancer	chr19:5929631-5929952	chr19:5929631-5929952__NEGATIVE	eRNA	0.016984	tile1	human	eRNA	1.3282036292453798	1.27426638679973	1.2922971366316398	0.8181788052180969	0.33047264812671	0.622497659356445	0.37447842160074196	0.814529971453748	-1.06870441663735	0.000228516227312773	no native effect	no native effect	-0.8150384172596659	0.000878366931265653	-1.1846696241495902	7.9233237473358e-05	no cis effect	significant cis effect	no cis effect	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-1.1846696241495902	0.115323511657116	0.521402086032177	-0.272452765805176	0.30721095110553304	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.272452765805176	-0.26281094683724304	0.889426429598466	no cis/trans int. effect	no cis/trans int. effect
h.1427	chr11	65076719.0	enhancer	chr11:65076655-65076852	chr11:65076655-65076852__POSITIVE	eRNA	0.0290159	m.1109	chr19	5929653.0	enhancer	chr19:5929631-5929952	chr19:5929631-5929952__NEGATIVE	eRNA	0.016984	tile1	human	eRNA	1.20301985828738	1.10985853990057	1.2922971366316398	0.8181788052180969	0.48676697901887606	0.7264792036668231	0.37447842160074196	0.814529971453748	-0.29691054851551096	0.191139193414579	no native effect	no native effect	0.0279276252790963	0.906387908689765	-0.38876618453062395	0.167041617533308	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.38876618453062395	0.11438297672957501	0.635736744685083	-0.314067557090673	0.11954015652424901	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.314067557090673	-0.48019460791491797	0.48200970156864503	no cis/trans int. effect	no cis/trans int. effect
h.1238	chr11	62321531.0	enhancer	chr11:62321348-62321821	chr11:62321348-62321821__NEGATIVE	eRNA	0.0	m.1110	chr19	9057467.0	enhancer	chr19:9057254-9057701	chr19:9057254-9057701__POSITIVE	eRNA	0.0483383	tile1	human	eRNA	0.915696571354867	0.836471316366501	0.974395252835871	1.07468195682587	0.7550622775850491	0.806452977488437	0.717774038444996	0.741924074464743	0.8661591781653141	1.60117652885884e-05	no native effect	no native effect	0.589028106625864	0.00430114946456685	0.7804155565575001	0.000140932892547143	no cis effect	significant cis effect	no cis effect	"cis effect
(higher in mouse)"	significant cis effect	"cis effect
(higher in mouse)"	0.7804155565575001	0.0989029976378421	0.6505239596354461	0.268576768991635	0.180588530498877	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.268576768991635	0.17736111925441803	0.931772468726365	no cis/trans int. effect	no cis/trans int. effect
