cage_id_hg19	cage_id_mm9	tss_name_hg19	tss_name_mm9	biotype_hg19	biotype_mm9	chr_hg19	tss_coord_hg19	strand_hg19	chr_mm9	tss_coord_mm9	strand_mm9	max_cage_hg19	max_cage_mm9	stem_cage_hg19	stem_cage_mm9
chr1:75198681..75198750,-	chr3:154260183..154260208,+	ENSG00000116791.9	ENSMUSG00000028199.18	mRNA	mRNA	chr1	75198731	-	chr3	154260190	+	18705.0	14566.0	14.7456	14.8037
chrX:152783127..152783128,+	chrX:70748413..70748455,+	ENSG00000067842.13	ENSMUSG00000031376.15	mRNA	mRNA	chrX	152783127	+	chrX	70748424	+	4032.0	1887.0	0.0	0.11375
chr16:69373661..69373711,+	chr8:109580770..109580813,+	ENSG00000132603.9	ENSMUSG00000031917.12	mRNA	mRNA	chr16	69373679	+	chr8	109580797	+	16988.0	13747.0	30.4767	70.5425
chr11:67056755..67056825,+	chr19:4283085..4283142,-	ENSG00000172932.10	ENSMUSG00000005986.15	mRNA	mRNA	chr11	67056776	+	chr19	4283112	-	3404.0	5389.0	2.60889	2.6775
chr6:80714332..80714411,+	chr9:83728291..83728343,+	ENSG00000112742.5	ENSMUSG00000038379.15	mRNA	mRNA	chr6	80714366	+	chr9	83728305	+	6506.0	5558.0	25.3878	23.5375
chr5:179718929..179718951,-	chr11:49660386..49660439,+	ENSG00000050748.13	ENSMUSG00000020366.18	mRNA	mRNA	chr5	179718940	-	chr11	49660417	+	402.0	5982.0	0.225556	4.0325
chr6:144606102..144606128,+	chr10:12589287..12589315,-	ENSG00000152818.14	ENSMUSG00000019820.10	mRNA	mRNA	chr6	144606121	+	chr10	12589306	-	4575.0	2287.0	1.68	0.91125
chr11:57365750..57365764,+	chr2:84614966..84615017,-	ENSG00000149131.11	ENSMUSG00000023224.12	mRNA	mRNA	chr11	57365757	+	chr2	84614996	-	15056.0	28857.0	0.7477779999999999	9.54
chr1:36235546..36235557,-	chr4:126234238..126234264,+	ENSG00000092853.9	ENSMUSG00000042489.15	mRNA	mRNA	chr1	36235551	-	chr4	126234256	+	14842.0	3785.0	1.27444	8.2125
chr11:62456995..62457013,-	chr19:8925429..8925444,+	ENSG00000177363.4	ENSMUSG00000071656.6	mRNA	mRNA	chr11	62457001	-	chr19	8925437	+	27215.0	2743.0	0.0	0.1775
chr6:33239712..33239723,-	chr17:34092768..34092846,+	ENSG00000223501.4	ENSMUSG00000024319.17	mRNA	mRNA	chr6	33239717	-	chr17	34092826	+	1683.0	10014.0	0.703333	4.9275
chrX:106243435..106243449,-	chrX:136406154..136406169,-	ENSG00000133131.10	ENSMUSG00000031434.15	mRNA	mRNA	chrX	106243441	-	chrX	136406160	-	27072.0	15172.0	1.0533299999999999	1.265
chr7:6048968..6048987,+	chr5:144670651..144670710,-	ENSG00000106305.5	ENSMUSG00000029610.13	mRNA	mRNA	chr7	6048975	+	chr5	144670671	-	9399.0	25451.0	4.00556	92.53
chr1:110009150..110009197,+	chr3:108029516..108029601,-	ENSG00000143028.7	ENSMUSG00000027887.11	mRNA	mRNA	chr1	110009190	+	chr3	108029532	-	1065.0	4632.0	0.841111	0.225
chr2:162930916..162930923,-	chr2:62250048..62250080,-	ENSG00000197635.5	ENSMUSG00000035000.8	mRNA	mRNA	chr2	162930919	-	chr2	62250074	-	1216.0	913.0	0.141111	0.13
chr1:151009054..151009113,+	chr3:95055042..95055066,-	ENSG00000163141.14	ENSMUSG00000028115.16	mRNA	mRNA	chr1	151009071	+	chr3	95055050	-	447.0	2316.0	0.7844439999999999	2.17875
chr2:10830094..10830109,-	chr12:17355228..17355332,+	ENSG00000115761.11	ENSMUSG00000061458.8	mRNA	mRNA	chr2	10830100	-	chr12	17355265	+	80370.0	13385.0	17.1344	43.6213
chr18:18691739..18691784,-	chr18:10182181..10182221,-	ENSG00000067900.6	ENSMUSG00000024290.8	mRNA	mRNA	chr18	18691753	-	chr18	10182195	-	7732.0	7727.0	4.02111	3.31625
chrX:48380205..48380254,+	chrX:7769954..7770007,-	ENSG00000147155.6	ENSMUSG00000031168.14	mRNA	mRNA	chrX	48380224	+	chrX	7769998	-	30902.0	29791.0	42.1733	17.6438
chr17:38020481..38020506,-	chr11:98407234..98407259,-	ENSG00000161405.12	ENSMUSG00000018168.8	mRNA	mRNA	chr17	38020495	-	chr11	98407242	-	1752.0	4102.0	0.0	0.1
chr4:79860448..79860465,-	chr5:97540608..97540651,-	ENSG00000163291.10	ENSMUSG00000055725.11	mRNA	mRNA	chr4	79860453	-	chr5	97540613	-	229.0	7888.0	0.116667	11.27
chr6:11094393..11094506,+	chr13:41345497..41345580,+	ENSG00000224531.4	ENSMUSG00000091264.2	mRNA	mRNA	chr6	11094418	+	chr13	41345532	+	2754.0	1119.0	2.23556	5.39625
chr4:163085107..163085118,-	chr3:75878461..75878519,+	ENSG00000168843.9	ENSMUSG00000034098.14	mRNA	mRNA	chr4	163085112	-	chr3	75878492	+	8919.0	3750.0	0.0944444	0.0
chr11:47198402..47198448,-	chr2:91105409..91105472,+	ENSG00000149182.10	ENSMUSG00000027255.14	mRNA	mRNA	chr11	47198429	-	chr2	91105463	+	36323.0	6413.0	14.6822	6.41625
chr1:81772013..81772038,+	chr3:149108150..149108208,-	ENSG00000117114.15	ENSMUSG00000106515.4	mRNA	other	chr1	81772032	+	chr3	149108158	-	857.0	1328.0	1.09	0.0
chr6:43484539..43484550,-	chr17:46385122..46385125,+	ENSG00000137207.7	ENSMUSG00000071074.9	mRNA	mRNA	chr6	43484544	-	chr17	46385123	+	2070.0	8239.0	0.11888900000000001	0.28625
chr3:52444651..52444697,+	chr14:32064380..32064534,-	ENSG00000010318.15	ENSMUSG00000021902.6	mRNA	mRNA	chr3	52444675	+	chr14	32064466	-	13866.0	3711.0	5.1555599999999995	4.79
chr16:84150492..84150558,-	chr8:122082618..122082666,-	ENSG00000140943.12	ENSMUSG00000031835.16	mRNA	mRNA	chr16	84150509	-	chr8	122082646	-	12227.0	27747.0	8.065560000000001	50.06
chr19:2096870..2096922,+	chr10:80165394..80165506,+	ENSG00000099840.9	ENSMUSG00000055862.7	mRNA	mRNA	chr19	2096913	+	chr10	80165447	+	1544.0	2804.0	0.057777800000000004	1.02375
chr12:58026451..58026469,-	chr10:126602558..126602559,+	ENSG00000135454.9	ENSMUSG00000006731.10	mRNA	mRNA	chr12	58026461	-	chr10	126602558	+	3662.0	442.0	0.028888900000000002	0.015
chr1:42922196..42922241,+	chr4:119094960..119095023,-	ENSG00000127125.7	ENSMUSG00000028636.14	mRNA	mRNA	chr1	42922213	+	chr4	119094966	-	35867.0	5329.0	26.0956	8.72125
chrX:129299769..129299788,-	chrX:45866562..45866615,-	ENSG00000156709.9	ENSMUSG00000036932.14	mRNA	mRNA	chrX	129299778	-	chrX	45866588	-	15919.0	7005.0	2.6266700000000003	12.725
chr12:26277798..26277809,-	chr6:145813855..145813879,-	ENSG00000123095.5	ENSMUSG00000030256.11	mRNA	mRNA	chr12	26277803	-	chr6	145813873	-	6475.0	9992.0	0.0266667	0.305
chr6:83073125..83073140,+	chr9:85736138..85736149,+	ENSG00000146242.5	ENSMUSG00000035274.13	mRNA	mRNA	chr6	83073130	+	chr9	85736147	+	826.0	286.0	0.134444	0.065
chr12:56510436..56510463,+	chr10:127986159..127986177,-	ENSG00000229117.4	ENSMUSG00000093674.7	mRNA	mRNA	chr12	56510457	+	chr10	127986169	-	200352.0	216740.0	30.4033	291.402
chrX:86773039..86773065,+	chrX:111588243..111588264,+	ENSG00000102271.9	ENSMUSG00000025597.13	mRNA	mRNA	chrX	86773059	+	chrX	111588256	+	1625.0	291.0	1.18556	0.01625
chr2:173940642..173940663,+	chr2:72123761..72123806,+	ENSG00000091436.12	ENSMUSG00000004085.14	mRNA	mRNA	chr2	173940657	+	chr2	72123793	+	6403.0	10464.0	0.18	3.78625
chr15:89878025..89878093,-	chr7:86611053..86611126,-	ENSG00000140521.7	ENSMUSG00000039176.17	mRNA	mRNA	chr15	89878044	-	chr7	86611083	-	18663.0	13886.0	19.2767	30.3588
chr6:41040849..41040860,+	chr17:48548913..48548924,-	ENSG00000001167.10	ENSMUSG00000023994.13	mRNA	mRNA	chr6	41040854	+	chr17	48548918	-	1150.0	651.0	0.418889	0.13125
chr17:48450575..48450618,+	chr11:94515028..94515075,-	ENSG00000154920.10	ENSMUSG00000039055.4	mRNA	mRNA	chr17	48450609	+	chr11	94515056	-	3336.0	3469.0	6.06111	11.0137
chrM:14161..14167,+	chrM:13639..13659,+	ENSG00000198727.2	ENSMUSG00000064370.1	mRNA	mRNA	chrM	14163	+	chrM	13646	+	82730.0	408638.0	5.32222	148.863
chr7:79082867..79082900,-	chr5:18732873..18732884,+	ENSG00000187391.13	ENSMUSG00000040003.18	mRNA	mRNA	chr7	79082891	-	chr5	18732877	+	1721.0	191.0	0.08555560000000001	0.015
chr19:13030002..13030019,-	chr8:87396086..87396140,+	ENSG00000161860.7	ENSMUSG00000003824.12	mRNA	mRNA	chr19	13030011	-	chr8	87396127	+	83.0	2731.0	0.0177778	34.0325
chr15:40212305..40212360,-	chr2:118199045..118199077,-	ENSG00000166073.4	ENSMUSG00000040133.2	mRNA	mRNA	chr15	40212345	-	chr2	118199063	-	3776.0	1949.0	2.58889	0.02875
chr14:70655684..70655706,-	chr12:82434116..82434207,-	ENSG00000100678.14	ENSMUSG00000079055.10	mRNA	mRNA	chr14	70655699	-	chr12	82434150	-	3182.0	632.0	0.0411111	0.01625
chr7:766320..766358,+	chr5:139626165..139626203,+	ENSG00000164818.11	ENSMUSG00000025857.10	mRNA	mRNA	chr7	766335	+	chr5	139626188	+	42827.0	17218.0	36.0544	27.3712
chr12:97300995..97301054,+	chr10:92185101..92185154,-	ENSG00000139350.7	ENSMUSG00000019988.7	mRNA	mRNA	chr12	97301034	+	chr10	92185116	-	23284.0	10432.0	7.316669999999999	6.5125
chr6:33679374..33679389,-	chr17:27270824..27270842,-	ENSG00000137288.5	ENSMUSG00000024208.15	mRNA	mRNA	chr6	33679378	-	chr17	27270831	-	1086.0	72437.0	0.855556	66.7537
chr12:6881662..6881675,+	chr6:124861654..124861694,-	ENSG00000089692.4	ENSMUSG00000030124.2	mRNA	mRNA	chr12	6881669	+	chr6	124861679	-	5090.0	1095.0	0.0411111	0.34875
chr8:68864042..68864056,+	chr1:10983388..10983412,+	ENSG00000046889.14	ENSMUSG00000048960.13	mRNA	mRNA	chr8	68864049	+	chr1	10983399	+	266.0	237.0	0.28	0.0
chr9:12774983..12774997,+	chr4:80556574..80556589,+	ENSG00000153714.5	ENSMUSG00000048706.3	mRNA	mRNA	chr9	12774988	+	chr4	80556582	+	29187.0	26662.0	0.028888900000000002	1.69125
chr4:188916918..188916942,+	chr8:44392345..44392363,-	ENSG00000179059.5	ENSMUSG00000051176.6	mRNA	mRNA	chr4	188916924	+	chr8	44392357	-	13171.0	3033.0	95.83	51.7488
chr9:32573105..32573124,-	chr4:40226373..40226414,-	ENSG00000165264.6	ENSMUSG00000071014.10	mRNA	mRNA	chr9	32573117	-	chr4	40226386	-	90815.0	46172.0	26.8089	77.765
chr19:14530185..14530199,-	chr8:86239138..86239187,+	ENSG00000123136.10	ENSMUSG00000005481.18	mRNA	mRNA	chr19	14530191	-	chr8	86239166	+	51107.0	52378.0	4.87889	88.8238
chr3:39509163..39509180,+	chr9:120058851..120058866,+	ENSG00000168314.13	ENSMUSG00000032517.16	mRNA	mRNA	chr3	39509170	+	chr9	120058859	+	83227.0	138034.0	0.028888900000000002	5.0825
chr13:27825452..27825506,+	chr5:147644475..147644523,+	ENSG00000122026.6	ENSMUSG00000041453.12	mRNA	mRNA	chr13	27825486	+	chr5	147644514	+	6969.0	4232.0	58.7311	16.9462
chr3:132036297..132036304,+	chr9:104240030..104240063,-	ENSG00000014257.11	ENSMUSG00000032561.15	mRNA	mRNA	chr3	132036297	+	chr9	104240036	-	11235.0	60710.0	0.0144444	0.63
chr3:170136642..170136663,+	chr3:31048886..31048901,+	ENSG00000013297.6	ENSMUSG00000037625.7	mRNA	mRNA	chr3	170136655	+	chr3	31048891	+	454432.0	42785.0	7.14889	0.03125
chr3:56502431..56502531,-	chr14:28435619..28435729,+	ENSG00000187672.8	ENSMUSG00000040640.10	mRNA	mRNA	chr3	56502494	-	chr14	28435665	+	836.0	1838.0	2.53111	2.9725
chr17:17494948..17494966,-	chr11:59859980..59860034,-	ENSG00000133027.13	ENSMUSG00000000301.16	mRNA	mRNA	chr17	17494958	-	chr11	59859986	-	13766.0	2445.0	2.9155599999999997	5.11625
chr19:42829908..42829919,+	chr7:26102086..26102150,+	ENSG00000105429.8	ENSMUSG00000045039.9	mRNA	mRNA	chr19	42829913	+	chr7	26102142	+	1670.0	1900.0	0.487778	4.85375
chr20:44509839..44509853,+	chr2:164648501..164648540,+	ENSG00000168612.4	ENSMUSG00000017764.2	mRNA	mRNA	chr20	44509847	+	chr2	164648512	+	11321.0	11583.0	0.276667	28.6512
chr19:13875316..13875385,+	chr8:86781161..86781200,-	ENSG00000037757.9	ENSMUSG00000004996.9	mRNA	mRNA	chr19	13875374	+	chr8	86781190	-	26721.0	27089.0	13.98	27.0188
chr8:120428600..120428642,+	chr15:54577425..54577436,+	ENSG00000136999.4	ENSMUSG00000037362.8	mRNA	mRNA	chr8	120428610	+	chr15	54577430	+	2095.0	43051.0	0.08888889999999999	0.08
chr7:143078379..143078454,+	chr6:42299999..42300075,+	ENSG00000159840.11	ENSMUSG00000029860.16	mRNA	mRNA	chr7	143078439	+	chr6	42300053	+	262352.0	119885.0	147.262	17.855
chr19:38865188..38865195,+	chr7:29965670..29965708,-	ENSG00000099341.7	ENSMUSG00000030591.17	mRNA	mRNA	chr19	38865191	+	chr7	29965689	-	2013.0	1367.0	0.0	1.04875
chr20:33680656..33680658,-	chr2:155518053..155518075,-	ENSG00000100991.7	ENSMUSG00000038324.13	mRNA	mRNA	chr20	33680656	-	chr2	155518067	-	242462.0	186079.0	0.6888890000000001	22.6113
chr5:10564176..10564194,+	chr15:31297486..31297546,-	ENSG00000164236.7	ENSMUSG00000022237.16	mRNA	mRNA	chr5	10564181	+	chr15	31297528	-	1278.0	555.0	0.484444	0.1275
chr17:57784918..57784932,+	chr11:86497477..86497488,-	ENSG00000062716.6	ENSMUSG00000018171.9	mRNA	mRNA	chr17	57784926	+	chr11	86497482	-	2215.0	1034.0	0.156667	0.135
chr6:46459112..46459132,-	chr17:43938772..43938812,+	ENSG00000172348.10	ENSMUSG00000039601.15	mRNA	mRNA	chr6	46459126	-	chr17	43938786	+	4283.0	2536.0	0.10666700000000001	0.42875
chr12:12966271..12966302,+	chr6:134961627..134961658,+	ENSG00000213782.3	ENSMUSG00000030204.10	mRNA	mRNA	chr12	12966294	+	chr6	134961637	+	62290.0	21712.0	65.6022	10.19
chr19:11200163..11200180,+	chr9:21528068..21528101,+	ENSG00000130164.7	ENSMUSG00000032193.9	mRNA	mRNA	chr19	11200169	+	chr9	21528082	+	42272.0	67868.0	6.2477800000000006	24.8137
chr7:142630837..142630848,-	chr6:41630807..41630817,-	ENSG00000127412.2	ENSMUSG00000036899.10	mRNA	mRNA	chr7	142630842	-	chr6	41630811	-	135.0	109.0	0.0	0.0475
chr14:61447832..61447878,+	chr12:74387810..74387851,+	ENSG00000139974.11	ENSMUSG00000044712.15	mRNA	mRNA	chr14	61447837	+	chr12	74387824	+	1844.0	4214.0	0.828889	2.32375
chr9:135230305..135230319,-	chr2:28980663..28980698,+	ENSG00000107290.9	ENSMUSG00000043535.13	mRNA	mRNA	chr9	135230310	-	chr2	28980675	+	5990.0	16464.0	1.39222	24.0725
chr14:57277163..57277168,-	chr14:49287186..49287225,-	ENSG00000165588.12	ENSMUSG00000021848.15	mRNA	mRNA	chr14	57277165	-	chr14	49287204	-	26094.0	5767.0	0.34777800000000003	2.2175
chr22:45898754..45898771,+	chr15:85036476..85036502,+	ENSG00000077942.13	ENSMUSG00000006369.14	mRNA	mRNA	chr22	45898762	+	chr15	85036484	+	435039.0	62751.0	71.7778	19.9825
chr9:135906375..135906393,+	chr2:28438497..28438516,-	ENSG00000148308.13	ENSMUSG00000026816.14	mRNA	mRNA	chr9	135906386	+	chr2	28438508	-	59851.0	22074.0	34.8067	11.8025
chr4:62066941..62066992,+	chr5:81449771..81449786,+	ENSG00000150471.11	ENSMUSG00000037605.16	mRNA	mRNA	chr4	62066948	+	chr5	81449777	+	1414.0	3491.0	0.486667	0.02875
chr3:129158926..129159006,+	chr6:115803566..115803616,+	ENSG00000163913.7	ENSMUSG00000030323.13	mRNA	mRNA	chr3	129158994	+	chr6	115803591	+	1838.0	6673.0	3.5966699999999996	4.57
chr5:153857819..153857824,-	chr11:57645506..57645523,-	ENSG00000113196.2	ENSMUSG00000037335.13	mRNA	mRNA	chr5	153857821	-	chr11	57645515	-	15958.0	32572.0	0.132222	1.56125
chr1:2985566..2985608,+	chr4:154011072..154011095,-	ENSG00000142611.12	ENSMUSG00000039410.16	mRNA	mRNA	chr1	2985607	+	chr4	154011077	-	180.0	480.0	0.0144444	0.0
chr1:8086360..8086378,-	chr4:150229173..150229190,+	ENSG00000116285.8	unassigned	mRNA	other	chr1	8086368	-	chr4	150229181	+	198047.0	155940.0	22.9011	10.785
chr1:16174050..16174075,+	no cage activity	ENSG00000065526.6	no cage activity	mRNA	mRNA	chr1	16174065	+	chr4	141094645	-	351.0	396.0	2.6855599999999997	no cage activity
chr1:19536687..19536695,-	chr4:138936573..138936599,+	ENSG00000127481.10	unassigned	mRNA	other	chr1	19536692	-	chr4	138936588	+	740.0	54348.0	0.0455556	29.3637
chr1:20512041..20512054,+	no cage activity	ENSG00000162543.5	no cage activity	mRNA	no CAGE activity	chr1	20512044	+	chr4	138281608	-	53.0	1.0	0.0	no cage activity
chr1:39325359..39325425,-	chr4:123594663..123594753,+	ENSG00000116954.7	ENSMUSG00000028646.16	mRNA	mRNA	chr1	39325408	-	chr4	123594709	+	3397.0	30457.0	3.5033300000000005	17.3287
chr1:43424531..43424546,-	chr4:118781400..118781417,+	ENSG00000117394.15	ENSMUSG00000028645.11	mRNA	mRNA	chr1	43424538	-	chr4	118781408	+	527818.0	594905.0	174.99	607.2909999999999
chr1:71546690..71546730,-	chr3:157197315..157197375,+	ENSG00000132485.8	ENSMUSG00000028180.18	mRNA	mRNA	chr1	71546717	-	chr3	157197360	+	132502.0	39108.0	87.1611	91.1225
chr1:84543631..84543646,+	chr3:146475952..146475977,-	ENSG00000142875.15	ENSMUSG00000005034.15	mRNA	mRNA	chr1	84543635	+	chr3	146475971	-	932.0	1624.0	0.5444439999999999	0.745
chr1:85742041..85742067,-	chr3:145587267..145587342,+	ENSG00000142867.8	unassigned	mRNA	other	chr1	85742050	-	chr3	145587315	+	10437.0	24517.0	6.904439999999999	33.1875
chr1:89149914..89149995,+	chr3:142544906..142544981,-	ENSG00000065243.14	ENSMUSG00000004591.16	mRNA	mRNA	chr1	89149955	+	chr3	142544918	-	32309.0	27782.0	20.4633	54.675
chr1:93811438..93811548,+	chr5:108697948..108697999,+	ENSG00000117505.8	ENSMUSG00000029265.4	mRNA	mRNA	chr1	93811463	+	chr5	108697963	+	40019.0	39556.0	50.7644	38.5613
chr1:95286151..95286167,+	no cage activity	ENSG00000143036.12	no cage activity	mRNA	no CAGE activity	chr1	95286156	+	chr3	121234971	-	271.0	8.0	0.116667	no cage activity
chr1:95392608..95392629,-	chr3:121129413..121129459,+	ENSG00000117519.11	ENSMUSG00000053931.11	mRNA	mRNA	chr1	95392623	-	chr3	121129436	+	309941.0	174965.0	11.0767	130.174
chr1:101491313..101491322,-	chr3:115591057..115591118,+	ENSG00000117543.15	ENSMUSG00000033554.17	mRNA	mRNA	chr1	101491317	-	chr3	115591082	+	52171.0	9414.0	1.16111	19.96
chr1:101701748..101701763,+	no cage activity	ENSG00000170989.8	no cage activity	mRNA	mRNA	chr1	101701755	+	chr3	115418478	-	1083.0	23.0	0.10444400000000001	no cage activity
chr1:113615794..113615884,+	chr3:104315735..104315856,-	ENSG00000198799.7	ENSMUSG00000032913.13,ENSMUSG00000105659.1	mRNA	other	chr1	113615819	+	chr3	104315809	-	9350.0	4180.0	21.0011	7.45625
chr1:117602977..117602984,+	chr3:100773567..100773599,-	ENSG00000116830.7	ENSMUSG00000033222.16	mRNA	mRNA	chr1	117602980	+	chr3	100773585	-	5321.0	9430.0	0.11	32.0662
chr1:119682743..119682756,-	no cage activity	ENSG00000116874.7	no cage activity	mRNA	mRNA	chr1	119682750	-	chr3	98945513	+	414.0	50.0	0.0	no cage activity
chr1:151762900..151762910,-	chr3:94217166..94217218,+	ENSG00000182134.11	ENSMUSG00000041912.12,ENSMUSG00000106032.1	mRNA	other	chr1	151762905	-	chr3	94217210	+	429.0	4111.0	0.242222	2.19
chr1:153949683..153949712,-	no cage activity	ENSG00000143543.10	no cage activity	mRNA	mRNA	chr1	153949706	-	chr3	90035900	+	482.0	279.0	0.223333	no cage activity
chr1:155532531..155532605,-	chr3:88754272..88754317,+	ENSG00000116539.6	ENSMUSG00000028053.13	mRNA	mRNA	chr1	155532592	-	chr3	88754283	+	4985.0	938.0	3.31556	0.17125
chr1:179851224..179851247,+	no cage activity	ENSG00000143337.14	no cage activity	mRNA	mRNA	chr1	179851230	+	chr1	157883752	-	767.0	1411.0	0.128889	no cage activity
chr1:185286334..185286345,-	chr1:153191602..153191660,+	ENSG00000116679.11	ENSMUSG00000023150.14	mRNA	mRNA	chr1	185286339	-	chr1	153191647	+	239747.0	141168.0	0.65	42.8813
chr1:200638938..200638950,-	chr1:138311866..138311914,+	ENSG00000118197.9	ENSMUSG00000026404.12	mRNA	mRNA	chr1	200638943	-	chr1	138311892	+	589.0	3972.0	0.17111099999999999	9.32
chr1:200992739..200992763,-	chr1:138027959..138027981,+	ENSG00000116852.10	ENSMUSG00000041642.18	mRNA	mRNA	chr1	200992753	-	chr1	138027966	+	5127.0	9388.0	0.23666700000000002	1.835
chr1:201798251..201798253,+	chr1:137327004..137327065,-	ENSG00000198700.5	ENSMUSG00000041879.13	mRNA	mRNA	chr1	201798252	+	chr1	137327013	-	9546.0	6357.0	0.0588889	13.5113
chr1:203274639..203274654,+	chr1:135975691..135975696,-	ENSG00000159388.5	ENSMUSG00000020423.6	mRNA	mRNA	chr1	203274646	+	chr1	135975693	-	572721.0	198544.0	14.7222	23.5013
chr1:229644034..229644123,-	chr8:126473101..126473187,-	ENSG00000069248.9	ENSMUSG00000039509.8	mRNA	mRNA	chr1	229644073	-	chr8	126473176	-	21789.0	12970.0	69.7822	67.7088
chr10:6622296..6622325,-	chr2:11094015..11094046,+	ENSG00000065675.10	ENSMUSG00000026778.13	mRNA	mRNA	chr10	6622301	-	chr2	11094030	+	1017.0	4240.0	1.4366700000000001	0.0
chr10:18948288..18948305,+	chr2:14976901..14977006,+	ENSG00000165997.4	unassigned	mRNA	other	chr10	18948298	+	chr2	14976948	+	7624.0	14746.0	2.51111	18.5838
chr10:75255272..75255287,-	no cage activity	ENSG00000107758.11	no cage activity	mRNA	mRNA	chr10	75255277	-	chr14	21365303	-	486.0	25.0	0.0466667	no cage activity
chr10:81838798..81838845,+	no cage activity	ENSG00000133678.9	no cage activity	mRNA	no CAGE activity	chr10	81838814	+	chr14	26746658	-	541.0	0.0	0.0722222	no cage activity
chr10:93558113..93558154,+	chr19:36908705..36908787,+	ENSG00000107854.5	ENSMUSG00000024811.11	mRNA	mRNA	chr10	93558136	+	chr19	36908713	+	18914.0	47748.0	6.21333	101.926
chr10:99094236..99094266,-	no cage activity	ENSG00000181274.5	no cage activity	mRNA	mRNA	chr10	99094240	-	chr19	41922315	-	3591.0	112.0	2.11667	no cage activity
chr10:112631547..112631558,+	chr19:53977724..53977767,+	ENSG00000150593.11	unassigned	mRNA	other	chr10	112631552	+	chr19	53977737	+	2682.0	1166.0	0.516667	4.25875
chr11:32456842..32456852,-	chr2:104966933..104966966,+	ENSG00000184937.8	ENSMUSG00000016458.14	mRNA	mRNA	chr11	32456847	-	chr2	104966949	+	145.0	556.0	0.0	0.05125
chr11:64013634..64013654,-	no cage activity	ENSG00000173457.6	no cage activity	mRNA	mRNA	chr11	64013639	-	chr19	7050214	+	196.0	12.0	0.0177778	no cage activity
chr11:82782834..82782850,-	chr7:99890142..99890225,+	ENSG00000137502.5	ENSMUSG00000030643.14	mRNA	mRNA	chr11	82782840	-	chr7	99890215	+	10939.0	5189.0	0.796667	6.7475
chr11:82904746..82904832,+	chr7:99785589..99785657,-	ENSG00000137494.9	ENSMUSG00000041343.19	mRNA	mRNA	chr11	82904753	+	chr7	99785610	-	5826.0	2976.0	4.318890000000001	1.51
chr11:118401126..118401137,+	no cage activity	ENSG00000149582.11	no cage activity	mRNA	no CAGE activity	chr11	118401131	+	chr9	44608008	-	281.0	8.0	0.0	no cage activity
chr11:118868756..118868770,+	chr9:44226113..44226139,-	ENSG00000186166.4	ENSMUSG00000043923.8	mRNA	mRNA	chr11	118868764	+	chr9	44226121	-	1769.0	4559.0	0.103333	1.915
chr11:125461650..125461670,+	no cage activity	ENSG00000134910.8	no cage activity	mRNA	mRNA	chr11	125461663	+	chr9	36576183	-	923.0	12.0	0.0744444	no cage activity
chr11:130184311..130184362,-	chr9:30838391..30838400,+	ENSG00000196323.7	ENSMUSG00000047412.16	mRNA	mRNA	chr11	130184328	-	chr9	30838395	+	1016.0	265.0	1.17111	0.1125
chr12:26111512..26111556,+	no cage activity	ENSG00000123094.11	no cage activity	mRNA	mRNA	chr12	26111544	+	chr6	145694787	+	657.0	116.0	1.57889	no cage activity
chr12:49393148..49393164,-	chr15:98638321..98638339,-	ENSG00000181418.7	ENSMUSG00000059213.6	mRNA	mRNA	chr12	49393157	-	chr15	98638330	-	2452.0	963.0	0.0	0.0
chr12:53895052..53895143,+	chr15:102348836..102348927,+	ENSG00000139546.6	ENSMUSG00000023051.10	mRNA	mRNA	chr12	53895086	+	chr15	102348847	+	4876.0	8772.0	30.18	32.5687
chr12:66524517..66524541,-	chr10:119664086..119664137,+	ENSG00000139233.2	ENSMUSG00000020224.15	mRNA	mRNA	chr12	66524528	-	chr10	119664121	+	82025.0	25973.0	44.4167	63.445
chr12:70636621..70636676,+	chr10:116019179..116019195,-	ENSG00000111596.7	ENSMUSG00000020166.15	mRNA	mRNA	chr12	70636648	+	chr10	116019186	-	462.0	249.0	0.291111	0.2525
chr12:80328700..80328751,-	chr10:107599414..107599464,+	ENSG00000058272.11	ENSMUSG00000019907.10	mRNA	mRNA	chr12	80328708	-	chr10	107599457	+	6398.0	12012.0	5.15889	4.00375
chr12:107349568..107349578,+	chr10:84565503..84565578,+	ENSG00000151135.5	ENSMUSG00000060935.6	mRNA	mRNA	chr12	107349573	+	chr10	84565539	+	1024.0	15915.0	0.245556	8.4475
chr12:113909632..113909646,-	chr5:120881939..120881946,+	ENSG00000089116.3	ENSMUSG00000029595.9	mRNA	mRNA	chr12	113909638	-	chr5	120881942	+	1365.0	2907.0	0.44444399999999995	0.01625
