hg19_id	mm9_id	cage_id_hg19	cage_id_mm9	name_peak_hg19	name_peak_mm9	biotype_hg19	biotype_mm9	minimal_biotype_hg19	minimal_biotype_mm9	chr_tss_hg19	start_tss_hg19	end_tss_hg19	strand_tss_hg19	chr_tss_mm9	start_tss_mm9	end_tss_mm9	strand_tss_mm9	avg_exp_hg19	avg_exp_mm9	stem_exp_hg19	stem_exp_mm9	max_cage_hg19	max_cage_mm9	orig_species	har	tss_tile_num_max_hg19	tss_tile_num_max_mm9	n_tiles_hg19	n_tiles_mm9	tile_match
h.712	m.598	chr16:2933209..2933224,+	chr17:23923013..23923050,-	ENSG00000162076.8	ENSMUSG00000023911.12	protein_coding	protein_coding	mRNA	mRNA	chr16	2933215	2933216	+	chr17	23923026	23923027	-	5.87	3.59	6.5022199999999994	5.30125	32134.0	4700.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.713	m.599	chr3:73674085..73674099,-	chr6:101327996..101328010,-	ENSG00000121440.10	ENSMUSG00000035357.16	protein_coding	protein_coding	mRNA	mRNA	chr3	73674091	73674092	-	chr6	101328001	101328002	-	3.39	3.32	1.5	0.3825	13328.0	10136.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.714	m.600	chr20:45318157..45318168,-	chr2:165318798..165318830,-	ENSG00000172315.5	ENSMUSG00000039725.6	protein_coding	protein_coding	mRNA	mRNA	chr20	45318162	45318163	-	chr2	165318823	165318824	-	0.45	5.48	0.456667	2.72375	5160.0	4828.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.715	m.601	chr14:61747949..61747974,-	chr12:74647408..74647436,-	ENSG00000182107.5	ENSMUSG00000034435.5	protein_coding	protein_coding	mRNA	mRNA	chr14	61747955	61747956	-	chr12	74647423	74647424	-	2.5	6.28	0.66	3.77375	4876.0	6839.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.716	m.602	chr18:3219851..3219879,-	chr17:71368923..71368940,+	ENSG00000101605.8	ENSMUSG00000024049.14	protein_coding	protein_coding	mRNA	mRNA	chr18	3219864	3219865	-	chr17	71368930	71368931	+	3.32	12.63	0.0422222	0.0	8146.0	72733.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.717	m.603	chr11:66139128..66139152,-	chr19:5024042..5024155,+	ENSG00000174669.7	ENSMUSG00000024891.5	protein_coding	protein_coding	mRNA	mRNA	chr11	66139146	66139147	-	chr19	5024110	5024111	+	0.96	6.84	1.85444	14.1488	1362.0	2368.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.718	m.604	chr20:62462566..62462631,-	chr2:181194069..181194144,-	ENSG00000130584.6	ENSMUSG00000027583.13	protein_coding	protein_coding	mRNA	mRNA	chr20	62462616	62462617	-	chr2	181194110	181194111	-	2.4	5.71	2.9222200000000003	0.48625	2537.0	1738.0	human	False					
h.719	m.605	chr10:103603534..103603566,-	chr19:45890497..45890566,-	ENSG00000120049.14	ENSMUSG00000025221.15	protein_coding	protein_coding	mRNA	mRNA	chr10	103603550	103603551	-	chr19	45890525	45890526	-	5.21	4.14	0.05666669999999999	0.45875	5965.0	2642.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.720	m.606	chr2:238768258..238768275,+	chr1:93076602..93076632,+	ENSG00000132329.6	ENSMUSG00000034353.14	protein_coding	protein_coding	mRNA	mRNA	chr2	238768265	238768266	+	chr1	93076624	93076625	+	8.29	29.3	0.05666669999999999	0.03125	36603.0	22684.0	human	False		tile2		1.0	
h.721	m.607	chr1:87170247..87170276,+	chr3:144383240..144383271,-	ENSG00000097033.10	ENSMUSG00000037062.13	protein_coding	protein_coding	mRNA	mRNA	chr1	87170258	87170259	+	chr3	144383256	144383257	-	10.88	10.39	7.1311100000000005	2.54875	17674.0	6828.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.722	m.608	chr4:55095428..55095475,+	chr5:75548341..75548392,+	ENSG00000134853.7	ENSMUSG00000029231.15	protein_coding	protein_coding	mRNA	mRNA	chr4	55095459	55095460	+	chr5	75548359	75548360	+	22.31	7.98	0.995556	0.31375	35951.0	10030.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.723	m.609	chr3:196295468..196295494,-	chr16:32247307..32247369,+	ENSG00000185798.6	ENSMUSG00000022787.10	protein_coding	protein_coding	mRNA	mRNA	chr3	196295488	196295489	-	chr16	32247345	32247346	+	0.04	6.22	0.0	7.84	108.0	3141.0	human	False		tile1		1.0	
h.724	m.610	chr1:145507587..145507615,+	chr3:96433842..96433878,+	ENSG00000131795.8	ENSMUSG00000038374.10	protein_coding	protein_coding	mRNA	mRNA	chr1	145507608	145507609	+	chr3	96433862	96433863	+	6.94	13.66	8.618889999999999	48.0225	20152.0	12870.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.725	m.611	chr3:4345010..4345032,+	chr6:108015029..108015047,+	ENSG00000170364.8	ENSMUSG00000034639.7	protein_coding	protein_coding	mRNA	mRNA	chr3	4345015	4345016	+	chr6	108015038	108015039	+	1.39	1.99	1.9933299999999998	3.4025	9911.0	3617.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.726	m.612	chr6:114178630..114178643,+	chr10:36858625..36858636,-	ENSG00000155130.5	ENSMUSG00000069662.5	protein_coding	protein_coding	mRNA	mRNA	chr6	114178637	114178638	+	chr10	36858630	36858631	-	17.19	2.99	10.0111	0.67	47167.0	71955.0	human	False	tile1	tile1	1.0	2.0	tile1:tile1
h.727	m.613	chr16:23194058..23194081,+	chr7:128877963..128877987,+	ENSG00000166828.2	ENSMUSG00000000216.8	protein_coding	protein_coding	mRNA	mRNA	chr16	23194066	23194067	+	chr7	128877972	128877973	+	1.09	1.65	1.5722200000000002	0.0	3723.0	2589.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.728	m.614	chr10:85954317..85954331,+	chr14:37911397..37911466,-	ENSG00000148600.10	ENSMUSG00000021803.9	protein_coding	protein_coding	mRNA	mRNA	chr10	85954325	85954326	+	chr14	37911436	37911437	-	0.34	1.24	0.455556	1.27	1394.0	464.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.729	m.615	chr18:47814032..47814079,-	chr18:74376000..74376061,+	ENSG00000154832.10	ENSMUSG00000024560.6	protein_coding	protein_coding	mRNA	mRNA	chr18	47814061	47814062	-	chr18	74376040	74376041	+	17.22	2.48	17.7456	3.0025	21866.0	1006.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.730	m.616	chr1:181057828..181057846,+	chr1:156946760..156946763,-	ENSG00000162783.8	ENSMUSG00000056708.5	protein_coding	protein_coding	mRNA	mRNA	chr1	181057835	181057836	+	chr1	156946761	156946762	-	58.18	35.94	11.4467	3.75125	205937.0	117908.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.731	m.617	chr12:10365624..10365644,+	chr6:129483386..129483419,+	ENSG00000139112.6	ENSMUSG00000030161.8	protein_coding	protein_coding	mRNA	mRNA	chr12	10365629	10365630	+	chr6	129483393	129483394	+	1.92	14.26	1.21222	0.87375	4672.0	27779.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.732	m.618	chr21:46825032..46825091,+	chr10:76629246..76629269,-	ENSG00000182871.10	ENSMUSG00000001435.15	protein_coding	protein_coding	mRNA	mRNA	chr21	46825079	46825080	+	chr10	76629261	76629262	-	56.58	56.02	83.6856	105.624	60138.0	78811.0	human	False		tile1		2.0	
h.733	m.619	chr7:92158083..92158131,+	chr5:3596071..3596118,-	ENSG00000127993.10	ENSMUSG00000040302.17	protein_coding	protein_coding	mRNA	mRNA	chr7	92158120	92158121	+	chr5	3596087	3596088	-	13.51	5.53	7.82333	11.5825	17202.0	4041.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.734	m.620	chr17:27071020..27071063,+	chr11:77979023..77979053,-	ENSG00000076604.10	ENSMUSG00000017386.10	protein_coding	protein_coding	mRNA	mRNA	chr17	27071028	27071029	+	chr11	77979044	77979045	-	35.69	25.68	60.0167	36.0512	96230.0	54776.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.735	m.621	chr2:179345173..179345221,+	chr2:76513347..76513378,+	ENSG00000116095.6	ENSMUSG00000002733.8	protein_coding	protein_coding	mRNA	mRNA	chr2	179345203	179345204	+	chr2	76513358	76513359	+	2.87	8.46	2.15778	4.9675	2087.0	7890.0	human	False		tile2		1.0	
h.736	m.622	chr12:96588279..96588299,+	chr10:92773708..92773734,-	ENSG00000111145.3	ENSMUSG00000008398.14	protein_coding	protein_coding	mRNA	mRNA	chr12	96588287	96588288	+	chr10	92773719	92773720	-	4.6	1.77	0.437778	0.7375	13581.0	2209.0	human	False		tile1		1.0	
h.737	m.623	chr12:116715340..116715396,-	chr5:119010367..119010462,+	ENSG00000123066.3	ENSMUSG00000018076.12	protein_coding	protein_coding	mRNA	mRNA	chr12	116715357	116715358	-	chr5	119010444	119010445	+	5.57	3.21	3.68444	1.05375	7420.0	575.0	human	False	tile1	tile1	2.0	1.0	tile1:tile1
h.738	m.624	chr17:46692624..46692659,-	chr11:96143666..96143725,+	ENSG00000120068.5	ENSMUSG00000056648.5	protein_coding	protein_coding	mRNA	mRNA	chr17	46692641	46692642	-	chr11	96143693	96143694	+	0.38	3.44	0.132222	0.0325	599.0	2973.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.739	m.625	chr11:33061220..33061238,+	chr2:104552279..104552337,-	ENSG00000176148.11	ENSMUSG00000027175.10	protein_coding	protein_coding	mRNA	mRNA	chr11	33061225	33061226	+	chr2	104552289	104552290	-	0.6	9.94	0.143333	2.22875	1323.0	7416.0	human	False	tile2	tile2	2.0	1.0	tile2:tile2
h.740	m.626	chr1:235813875..235813884,-	chr13:13876285..13876335,+	ENSG00000168243.6	ENSMUSG00000021303.13	protein_coding	protein_coding	mRNA	mRNA	chr1	235813878	235813879	-	chr13	13876300	13876301	+	0.07	0.58	0.196667	0.01625	531.0	479.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.741	m.627	chr1:38100589..38100599,-	chr4:124663701..124663734,+	ENSG00000169218.9	ENSMUSG00000028871.7	protein_coding	protein_coding	mRNA	mRNA	chr1	38100594	38100595	-	chr4	124663727	124663728	+	0.04	1.5	0.0	0.8825	885.0	2689.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.742	m.628	chr4:2757745..2757756,-	chr5:34856352..34856363,-	ENSG00000168884.10	ENSMUSG00000059866.13	protein_coding	protein_coding	mRNA	mRNA	chr4	2757750	2757751	-	chr5	34856357	34856358	-	0.36	0.11	0.4	0.0	903.0	229.0	human	False		tile2		2.0	
h.743	m.629	chr12:5153106..5153117,+	chr6:126485442..126485470,-	ENSG00000130037.3	ENSMUSG00000045534.4	protein_coding	protein_coding	mRNA	mRNA	chr12	5153111	5153112	+	chr6	126485455	126485456	-	0.06	0.19	0.07111110000000001	0.0	310.0	476.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.744	m.630	chr8:126103969..126104048,-	chr15:59205704..59205754,-	ENSG00000164961.11	ENSMUSG00000022350.6	protein_coding	protein_coding	mRNA	mRNA	chr8	126103997	126103998	-	chr15	59205741	59205742	-	17.42	36.3	12.92	41.1588	9450.0	21905.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.745	m.631	chr9:33473882..33473927,-	chr4:41071257..41071318,-	ENSG00000165271.12	ENSMUSG00000028430.14	protein_coding	protein_coding	mRNA	mRNA	chr9	33473895	33473896	-	chr4	41071290	41071291	-	17.15	25.45	20.2889	38.71	10252.0	13265.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.746	m.632	chr16:84224740..84224746,+	chr8:122136601..122136632,+	ENSG00000140955.6	ENSMUSG00000024266.8	protein_coding	protein_coding	mRNA	mRNA	chr16	84224743	84224744	+	chr8	122136612	122136613	+	0.01	0.14	0.0133333	2.865	162.0	135.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.747	m.633	chr14:68162464..68162494,-	chr12:80292826..80292848,-	ENSG00000072042.8	ENSMUSG00000066441.14	protein_coding	protein_coding	mRNA	mRNA	chr14	68162475	68162476	-	chr12	80292841	80292842	-	37.07	19.98	38.9744	24.4087	83617.0	21330.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.748	m.634	chr5:156569754..156569775,-	chr11:46250444..46250519,+	ENSG00000135077.4	ENSMUSG00000020397.15	protein_coding	protein_coding	mRNA	mRNA	chr5	156569761	156569762	-	chr11	46250483	46250484	+	0.59	22.83	0.623333	41.495	721.0	11305.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.749	m.635	chr20:30946272..30946281,+	chr2:153171726..153171809,+	ENSG00000171456.12	ENSMUSG00000042548.13	protein_coding	protein_coding	mRNA	mRNA	chr20	30946276	30946277	+	chr2	153171769	153171770	+	0.26	9.15	0.17444400000000002	4.80125	13416.0	4711.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.750	m.636	chr8:101571942..101571951,-	chr15:36426477..36426563,-	ENSG00000186106.7	ENSMUSG00000048307.7	protein_coding	protein_coding	mRNA	mRNA	chr8	101571946	101571947	-	chr15	36426531	36426532	-	0.51	25.83	0.8466670000000001	16.4775	26960.0	11685.0	human	False	tile2	tile2	2.0	1.0	tile2:tile2
h.751	m.637	chr15:44719970..44719991,+	chr2:121782387..121782400,+	ENSG00000137770.9	ENSMUSG00000033411.16	protein_coding	protein_coding	mRNA	mRNA	chr15	44719986	44719987	+	chr2	121782394	121782395	+	0.06	0.06	0.0877778	0.0	160.0	96.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.752	m.638	chr2:10588497..10588512,-	chr12:17551700..17551757,+	ENSG00000115758.8	ENSMUSG00000011179.7	protein_coding	protein_coding	mRNA	mRNA	chr2	10588502	10588503	-	chr12	17551734	17551735	+	2.53	11.07	2.44778	17.6425	64551.0	5472.0	human	False					
h.753	m.639	chr2:24583168..24583179,-	chr12:4599942..4599953,+	ENSG00000198399.10	ENSMUSG00000020640.10	protein_coding	protein_coding	mRNA	mRNA	chr2	24583173	24583174	-	chr12	4599947	4599948	+	0.12	0.09	0.147778	0.06625	414.0	391.0	human	False					
h.754	m.471	chr19:34972650..34972677,+	chr7:34918234..34918316,-	ENSG00000142279.8	ENSMUSG00000036459.15	protein_coding	protein_coding	mRNA	mRNA	chr19	34972663	34972664	+	chr7	34918297	34918298	-	4.01	5.1	2.97222	14.3812	7605.0	2587.0	human	False					
h.755	m.640	chr11:107799118..107799197,+	chr9:53514316..53514356,-	ENSG00000179331.2	ENSMUSG00000055069.3	protein_coding	protein_coding	mRNA	mRNA	chr11	107799173	107799174	+	chr9	53514323	53514324	-	2.96	2.22	3.6911099999999997	0.7375	5047.0	4144.0	human	False	tile2	tile2	1.0	2.0	tile2:tile2
h.756	m.641	chr13:45151548..45151569,-	chr14:76814539..76814600,+	ENSG00000102804.10	ENSMUSG00000022010.19	protein_coding	protein_coding	mRNA	mRNA	chr13	45151563	45151564	-	chr14	76814574	76814575	+	0.22	11.83	0.0811111	8.4075	1563.0	13455.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.757	m.642	chr5:143550159..143550236,-	chr18:40378978..40379023,-	ENSG00000145817.12	ENSMUSG00000024487.4	protein_coding	protein_coding	mRNA	mRNA	chr5	143550215	143550216	-	chr18	40379011	40379012	-	52.95	58.49	32.4956	30.515	38861.0	48351.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.758	m.643	chr9:125133293..125133309,+	chr2:36086012..36086065,+	ENSG00000095303.10	ENSMUSG00000047250.13	protein_coding	protein_coding	mRNA	mRNA	chr9	125133302	125133303	+	chr2	36086019	36086020	+	18.38	35.62	0.5711109999999999	0.68	61012.0	67467.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.759	m.644	chr19:1040096..1040161,+	chr10:79459224..79459250,+	ENSG00000064687.8	ENSMUSG00000035722.15	protein_coding	protein_coding	mRNA	mRNA	chr19	1040114	1040115	+	chr10	79459242	79459243	+	12.38	12.38	4.54333	3.1925	8367.0	13666.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.760	m.645	chr17:47287749..47287777,+	chr11:95703768..95703797,-	ENSG00000108798.4	ENSMUSG00000018381.15	protein_coding	protein_coding	mRNA	mRNA	chr17	47287763	47287764	+	chr11	95703776	95703777	-	1.41	1.35	0.793333	0.205	2203.0	2865.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.761	m.646	chr16:4665023..4665047,-	chr16:4879849..4879864,-	ENSG00000153443.8	ENSMUSG00000039568.6	protein_coding	protein_coding	mRNA	mRNA	chr16	4665042	4665043	-	chr16	4879855	4879856	-	1.68	1.96	3.8422199999999997	1.21375	1650.0	67322.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.762	m.647	chr11:10829851..10829860,-	chr7:118225961..118226020,-	ENSG00000110321.11	ENSMUSG00000005610.17	protein_coding	protein_coding	mRNA	mRNA	chr11	10829855	10829856	-	chr7	118225994	118225995	-	0.01	0.93	0.0	0.0325	54.0	293.0	human	False		tile2		1.0	
h.763	m.648	chr9:6413215..6413237,+	chr19:30104929..30105018,+	ENSG00000147854.12	ENSMUSG00000024817.13	protein_coding	protein_coding	mRNA	mRNA	chr9	6413226	6413227	+	chr19	30105009	30105010	+	7.99	44.45	7.85	30.2212	21745.0	28168.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.764	m.649	chr12:71314446..71314530,-	chr10:115455408..115455477,+	ENSG00000153233.8	ENSMUSG00000020151.16	protein_coding	protein_coding	mRNA	mRNA	chr12	71314511	71314512	-	chr10	115455418	115455419	+	1.8	3.23	0.16	0.07875	2115.0	1629.0	human	False	tile1	tile2	1.0	2.0	tile1:tile2
h.765	m.650	chr14:102430855..102430894,+	chr12:111839669..111839687,+	ENSG00000197102.6	ENSMUSG00000018707.13	protein_coding	protein_coding	mRNA	mRNA	chr14	102430869	102430870	+	chr12	111839680	111839681	+	8.7	53.58	7.3066699999999996	30.5787	276636.0	109409.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.766	m.651	chrX:14891150..14891201,-	chrX:161418592..161418656,+	ENSG00000181544.9	ENSMUSG00000047757.16	protein_coding	protein_coding	mRNA	mRNA	chrX	14891180	14891181	-	chrX	161418634	161418635	+	3.14	1.46	12.1711	5.4475	2729.0	833.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.767	m.652	chr7:134212226..134212234,+	chr6:34304125..34304151,+	ENSG00000198074.5	ENSMUSG00000029762.6	protein_coding	protein_coding	mRNA	mRNA	chr7	134212229	134212230	+	chr6	34304145	34304146	+	0.01	6.9	0.0	1.645	110.0	11099.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.768	m.653	chr9:124922021..124922074,-	chr2:35904797..35904877,-	ENSG00000119421.5	ENSMUSG00000026895.7	protein_coding	protein_coding	mRNA	mRNA	chr9	124922057	124922058	-	chr2	35904843	35904844	-	43.05	57.13	39.1889	29.0862	52069.0	37786.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.769	m.654	chr6:117996621..117996640,+	chr10:52137338..52137386,+	ENSG00000153989.7	ENSMUSG00000023068.16	protein_coding	protein_coding	mRNA	mRNA	chr6	117996631	117996632	+	chr10	52137364	52137365	+	0.94	9.72	1.1044399999999999	6.07375	1737.0	5819.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.770	m.655	chr1:27816556..27816572,-	chr4:132686449..132686505,+	ENSG00000158195.6	ENSMUSG00000028868.13	protein_coding	protein_coding	mRNA	mRNA	chr1	27816563	27816564	-	chr4	132686479	132686480	+	1.75	44.08	1.16222	34.92	4257.0	44109.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.771	m.656	chr17:12569199..12569216,+	chr11:65083486..65083504,-	ENSG00000141052.13	ENSMUSG00000020542.18	protein_coding	protein_coding	mRNA	mRNA	chr17	12569206	12569207	+	chr11	65083496	65083497	-	1.58	3.99	0.202222	0.03125	3302.0	7433.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.772	m.657	chr16:54320158..54320200,-	chr8:94325321..94325366,-	ENSG00000177508.11	ENSMUSG00000031734.13	protein_coding	protein_coding	mRNA	mRNA	chr16	54320194	54320195	-	chr8	94325327	94325328	-	1.91	5.06	1.14222	0.06	1720.0	2470.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.773	m.658	chr3:8811038..8811045,-	chr6:112440825..112440838,-	ENSG00000180914.6	ENSMUSG00000049112.9	protein_coding	protein_coding	mRNA	mRNA	chr3	8811041	8811042	-	chr6	112440832	112440833	-	0.06	0.07	0.0744444	0.0	537.0	161.0	human	False	tile1	tile1	1.0	2.0	tile1:tile1
h.774	m.659	chr9:6015607..6015634,-	chr19:29887442..29887464,-	ENSG00000137040.8	ENSMUSG00000074909.4	protein_coding	protein_coding	mRNA	mRNA	chr9	6015614	6015615	-	chr19	29887456	29887457	-	13.6	7.61	13.36	2.435	26131.0	14581.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.775	m.660	chr3:39509089..39509101,+	chr9:120058851..120058866,+	ENSG00000168314.13	ENSMUSG00000032517.16	protein_coding	protein_coding	mRNA	mRNA	chr3	39509094	39509095	+	chr9	120058859	120058860	+	2.05	47.5	0.0	5.0825	4748.0	138034.0	human	False	tile1	tile2	2.0	4.0	tile1:tile2
h.776	m.661	chr4:184365841..184365861,+	chr8:48799274..48799292,-	ENSG00000168564.5	ENSMUSG00000038069.6	protein_coding	protein_coding	mRNA	mRNA	chr4	184365846	184365847	+	chr8	48799282	48799283	-	1.75	10.0	2.33111	8.05625	2928.0	15707.0	human	False	tile1	tile2	1.0	1.0	tile1:tile2
h.777	m.662	chr8:74903696..74903725,+	chr1:16678540..16678552,+	ENSG00000154589.2	ENSMUSG00000025779.10	protein_coding	protein_coding	mRNA	mRNA	chr8	74903716	74903717	+	chr1	16678545	16678546	+	1.87	3.18	0.0	0.0625	1600.0	31165.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.778	m.663	chr22:42343092..42343107,-	chr15:82075118..82075145,-	ENSG00000100162.10	ENSMUSG00000068101.10	protein_coding	protein_coding	mRNA	mRNA	chr22	42343098	42343099	-	chr15	82075123	82075124	-	1.36	7.8	1.57333	65.1088	7701.0	14498.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.779	m.664	chr1:40367530..40367597,-	chr4:122673278..122673336,+	ENSG00000116990.9	ENSMUSG00000028654.13	protein_coding	protein_coding	mRNA	mRNA	chr1	40367551	40367552	-	chr4	122673318	122673319	+	2.58	2.82	8.768889999999999	3.085	1200.0	2374.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.780	m.665	chr21:47648665..47648736,-	chr10:75994338..75994380,+	ENSG00000160285.10	ENSMUSG00000033105.12	protein_coding	protein_coding	mRNA	mRNA	chr21	47648687	47648688	-	chr10	75994353	75994354	+	76.54	11.98	36.7789	17.3212	72227.0	14030.0	human	False		tile1		1.0	
h.781	m.666	chr19:10713112..10713198,+	chr9:21125164..21125251,+	ENSG00000129353.10	ENSMUSG00000057193.8	protein_coding	protein_coding	mRNA	mRNA	chr19	10713132	10713133	+	chr9	21125191	21125192	+	39.9	37.51	20.06	9.035	26844.0	27733.0	human	False	tile2	tile1	2.0	4.0	tile1:tile2
h.782	m.667	chr6:116421976..116422054,+	chr10:34138271..34138373,-	ENSG00000178425.9	ENSMUSG00000039480.14	protein_coding	protein_coding	mRNA	mRNA	chr6	116422015	116422016	+	chr10	34138333	34138334	-	23.76	21.68	37.7389	14.5537	21930.0	13122.0	human	False	tile1	tile2	1.0	2.0	tile1:tile2
h.783	m.668	chr10:135186836..135186871,-	chr7:147302294..147302327,-	ENSG00000127884.4	ENSMUSG00000025465.13	protein_coding	protein_coding	mRNA	mRNA	chr10	135186844	135186845	-	chr7	147302306	147302307	-	51.06	89.74	52.27	87.8825	52374.0	52773.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.784	m.669	chr10:73723965..73724042,+	chr10:59682046..59682093,-	ENSG00000122863.5	ENSMUSG00000057337.13	protein_coding	protein_coding	mRNA	mRNA	chr10	73723993	73723994	+	chr10	59682070	59682071	-	3.25	0.68	1.6788900000000002	0.44375	5377.0	1470.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.785	m.670	chr19:3708376..3708393,+	chr10:80753972..80754027,-	ENSG00000105289.10	ENSMUSG00000034917.8	protein_coding	protein_coding	mRNA	mRNA	chr19	3708381	3708382	+	chr10	80754013	80754014	-	0.55	9.27	0.028888900000000002	5.7325	1753.0	4329.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.786	m.671	chr2:183731495..183731507,-	chr2:80287215..80287229,-	ENSG00000162998.4	ENSMUSG00000027004.3	protein_coding	protein_coding	mRNA	mRNA	chr2	183731501	183731502	-	chr2	80287221	80287222	-	0.13	2.09	0.0722222	0.01625	730.0	7898.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.787	m.672	chr1:145576028..145576076,+	chr3:96501023..96501088,+	ENSG00000131788.11	ENSMUSG00000028101.18	protein_coding	protein_coding	mRNA	mRNA	chr1	145576033	145576034	+	chr3	96501037	96501038	+	5.03	6.51	3.6644400000000004	10.5725	11443.0	3616.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.788	m.673	chr17:42634933..42634941,+	chr11:102465833..102465846,+	ENSG00000180340.5	ENSMUSG00000050288.6	protein_coding	protein_coding	mRNA	mRNA	chr17	42634936	42634938	+	chr11	102465839	102465840	+	0.48	2.04	1.09	0.93125	971.0	8047.0	human	False	tile2	tile2	1.0	2.0	tile2:tile2
h.789	m.674	chr17:73717407..73717423,+	chr11:115836297..115836365,+	ENSG00000132470.9	ENSMUSG00000020758.15	protein_coding	protein_coding	mRNA	mRNA	chr17	73717412	73717413	+	chr11	115836309	115836310	+	1.11	7.71	0.0	1.26375	2681.0	6065.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
