chr_tss_hg19	start_tss_hg19	end_tss_hg19	strand_tss_hg19	cage_id_hg19	biotype_hg19	name_peak_hg19	seq_orth	cage_orth	chr_tss_mm9	start_tss_mm9	end_tss_mm9	strand_tss_mm9	cage_id_mm9	biotype_mm9	name_peak_mm9	avg_exp_hg19	avg_exp_mm9	stem_exp_hg19	stem_exp_mm9	har	orig_species	lift_species	oligo_type	hg19_id	mm9_id	cleaner_biotype_hg19	cleaner_biotype_mm9	minimal_biotype_hg19	minimal_biotype_mm9
chr19	19051112	19051113	-	chr19:19051103..19051123,-	div_pc	ENSG00000051128.14	True	False	chr8	72807439	72807440	+	no cage activity	no cage activity	no cage activity	0.46	no cage activity	0.0	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.982	m.865	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr19	37178513	37178514	+	chr19:37178482..37178520,+	div_pc	ENSG00000189042.9	True	False	chr7	30928739	30928740	+	no cage activity	no cage activity	no cage activity	1.86	no cage activity	2.54333	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.984	m.867	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr19	54959779	54959780	+	chr19:54959771..54959797,+	div_pc	ENSG00000167615.12	True	False	chr7	4088399	4088400	+	no cage activity	no cage activity	no cage activity	0.49	no cage activity	0.21777800000000003	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.986	m.869	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr2	9695094	9695095	-	chr2:9695068..9695103,-	div_pc	ENSG00000151694.8	True	False	chr12	21378668	21378669	-	no cage activity	no cage activity	no cage activity	1.77	no cage activity	0.043333300000000005	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.988	m.871	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr2	27579051	27579052	-	chr2:27579030..27579062,-	div_pc	ENSG00000115207.9	True	False	chr5	31481687	31481688	-	no cage activity	no cage activity	no cage activity	0.47	no cage activity	0.9377780000000001	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.989	m.872	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr2	86422124	86422125	-	chr2:86422095..86422126,-	div_pc	ENSG00000132305.16	True	False	chr6	71781843	71781844	+	no cage activity	no cage activity	no cage activity	0.2	no cage activity	0.10444400000000001	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.991	m.874	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr2	88926895	88926896	-	chr2:88926889..88926902,-	div_pc	ENSG00000172071.7	True	True	chr6	70794549	70794550	+	chr6:70794493..70794573,+	protein_coding	ENSMUSG00000031668.14	0.63	18.04	0.616667	10.865	False	human	mouse	human__protein_coding:mouse__protein_coding	h.992	m.875	div. mRNA	mRNA	mRNA	mRNA
chr2	105954010	105954011	+	chr2:105953972..105954043,+	div_pc	ENSG00000135974.5	True	True	chr1	43155593	43155594	+	chr1:43155557..43155605,+	div_pc	ENSMUSG00000010290.7	21.17	10.68	16.7722	10.9025	False	human	mouse	human__protein_coding:mouse__protein_coding	h.993	m.876	div. mRNA	div. mRNA	mRNA	mRNA
chr2	135676421	135676422	+	chr2:135676381..135676435,+	div_pc	ENSG00000082258.8	True	True	chr1	129670793	129670794	+	chr1:129670760..129670815,+	other_pc	ENSMUSG00000026349.14	16.04	20.4	14.6544	25.6838	False	human	mouse	human__protein_coding:mouse__protein_coding	h.995	m.878	div. mRNA	other mRNA	mRNA	mRNA
chr2	136743051	136743052	-	chr2:136743039..136743067,-	div_pc	ENSG00000115866.6	True	True	chr1	130313902	130313903	-	chr1:130313893..130313927,-	protein_coding	ENSMUSG00000026356.15	7.39	18.84	3.9	37.7938	False	human	mouse	human__protein_coding:mouse__protein_coding	h.996	m.879	div. mRNA	mRNA	mRNA	mRNA
chr2	177053395	177053396	+	chr2:177053386..177053402,+	div_pc	ENSG00000128645.11	True	False	chr2	74601068	74601069	+	no cage activity	no cage activity	no cage activity	1.61	no cage activity	0.125556	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.999	m.882	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr2	200775978	200775979	+	chr2:200775971..200775988,+	div_pc	ENSG00000178074.5	True	True	chr1	57434466	57434467	+	chr1:57434437..57434533,+	div_pc	ENSMUSG00000038323.3	0.98	7.22	4.31444	5.2725	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1000	m.883	div. mRNA	div. mRNA	mRNA	mRNA
chr2	227663894	227663895	-	chr2:227663886..227663906,-	div_pc	ENSG00000169047.5	True	True	chr1	82287480	82287481	-	chr1:82287473..82287492,-	protein_coding	ENSMUSG00000055980.2	2.71	2.19	0.145556	0.0475	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1002	m.885	div. mRNA	mRNA	mRNA	mRNA
chr2	237076974	237076975	-	chr2:237076971..237076978,-	div_pc	ENSG00000168505.6	True	True	chr1	91827734	91827735	-	chr1:91827728..91827743,-	div_pc	ENSMUSG00000034486.8	0.03	0.72	0.0	14.0263	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1003	m.886	div. mRNA	div. mRNA	mRNA	mRNA
chr20	19738576	19738577	-	chr20:19738569..19738582,-	div_pc	ENSG00000268628.1	True	False	chr2	145501030	145501031	-	no cage activity	no cage activity	no cage activity	0.4	no cage activity	0.043333300000000005	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1004	m.887	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr20	57089884	57089885	-	chr20:57089878..57089902,-	div_pc	ENSG00000198768.6	True	False	chr2	173673237	173673238	-	no cage activity	no cage activity	no cage activity	0.38	no cage activity	0.504444	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1007	m.890	div. mRNA	no CAGE activity	mRNA	no CAGE activity
chr21	27543083	27543084	-	chr21:27543073..27543094,-	div_pc	ENSG00000142192.16	True	True	chr16	85173951	85173952	-	chr16:85173937..85173963,-	protein_coding	ENSMUSG00000022892.10	310.0	155.84	263.532	5.00625	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1008	m.891	div. mRNA	mRNA	mRNA	mRNA
chr21	34099479	34099480	-	chr21:34099467..34099497,-	div_pc	ENSG00000159082.13	True	False	chr16	91010668	91010669	-	no cage activity	no cage activity	no cage activity	0.04	no cage activity	0.0	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1009	m.892	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr22	40440322	40440323	+	chr22:40440317..40440353,+	div_pc	ENSG00000100354.16	True	False	chr15	80541234	80541235	+	no cage activity	no cage activity	no cage activity	0.79	no cage activity	0.766667	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1014	m.897	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr3	32279683	32279684	+	chr3:32279674..32279690,+	div_pc	ENSG00000170293.4	True	False	chr9	114753667	114753668	-	no cage activity	no cage activity	no cage activity	0.13	no cage activity	0.0144444	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1018	m.901	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr3	45730756	45730757	+	chr3:45730751..45730773,+	div_pc	ENSG00000211456.6	True	True	chr9	123438910	123438911	+	chr9:123438895..123438955,+	protein_coding	ENSMUSG00000025240.9	0.38	23.89	1.2633299999999998	8.17875	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1021	m.377	div. mRNA	mRNA	mRNA	mRNA
chr3	47422400	47422401	+	chr3:47422395..47422406,+	div_pc	ENSG00000076201.10	True	True	chr9	110310732	110310733	-	chr9:110310727..110310738,-	protein_coding	ENSMUSG00000036057.11	0.91	1.28	0.756667	1.11	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1022	m.904	div. mRNA	mRNA	mRNA	mRNA
chr3	48884849	48884850	-	chr3:48884837..48884855,-	div_pc	ENSG00000114302.11	True	False	chr9	108594957	108594958	+	no cage activity	no cage activity	no cage activity	0.2	no cage activity	0.16111099999999998	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1023	m.905	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr3	67705025	67705026	-	chr3:67705006..67705046,-	div_pc	ENSG00000172340.10	True	True	chr6	95668809	95668810	-	chr6:95668794..95668826,-	protein_coding	ENSMUSG00000061838.7	36.14	2.67	29.6678	4.97625	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1025	m.907	div. mRNA	mRNA	mRNA	mRNA
chr3	98620650	98620651	-	chr3:98620631..98620663,-	div_pc	ENSG00000057019.11	True	False	chr16	58408496	58408497	+	no cage activity	no cage activity	no cage activity	0.3	no cage activity	0.0311111	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1026	m.908	div. mRNA	no CAGE activity	mRNA	no CAGE activity
chr3	113465648	113465649	+	chr3:113465610..113465679,+	div_pc	ENSG00000114573.5	True	True	chr16	44139388	44139389	-	chr16:44139372..44139396,-	div_pc	ENSMUSG00000052459.13	1.19	1.62	1.08111	1.52	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1027	m.909	div. mRNA	div. mRNA	mRNA	mRNA
chr3	119812613	119812614	-	chr3:119812606..119812630,-	div_pc	ENSG00000082701.10	True	False	chr16	38090267	38090268	+	no cage activity	no cage activity	no cage activity	0.53	no cage activity	0.592222	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1028	m.910	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr3	129035128	129035129	-	chr3:129035121..129035136,-	other_pc	ENSG00000184897.4	True	True	chr6	87931630	87931631	-	chr6:87931623..87931639,-	multi-mapped	ENSMUSG00000044927.6,ENSMUSG00000106591.1	397.57	64.71	532.159	98.2137	False	human	mouse	human__protein_coding:mouse__multi-mapped	h.1030	m.912	other mRNA	other	mRNA	other
chr3	136581074	136581075	+	chr3:136581042..136581089,+	div_pc	ENSG00000158092.2	True	True	chr9	100446527	100446528	-	chr9:100446512..100446558,-	protein_coding	ENSMUSG00000032475.15	23.05	28.07	16.5922	22.0237	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1032	m.914	div. mRNA	mRNA	mRNA	mRNA
chr3	139108468	139108469	-	chr3:139108463..139108474,-	div_pc	ENSG00000184432.5	True	True	chr9	98464149	98464150	+	chr9:98464123..98464156,+	div_pc	ENSMUSG00000032458.6	6.33	59.82	5.58	48.19	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1033	m.915	div. mRNA	div. mRNA	mRNA	mRNA
chr3	150421688	150421689	-	chr3:150421676..150421723,-	div_pc	ENSG00000163645.10	True	True	chr3	58441136	58441137	-	chr3:58441123..58441143,-	protein_coding	ENSMUSG00000070471.3	0.44	0.14	0.26	0.0	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1034	m.916	div. mRNA	mRNA	mRNA	mRNA
chr3	158288948	158288949	+	chr3:158288942..158288959,+	div_pc	ENSG00000178053.13	True	True	chr3	67178046	67178047	+	chr3:67178038..67178076,+	protein_coding	ENSMUSG00000048416.15	1.26	14.56	2.73889	3.43125	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1036	m.918	div. mRNA	mRNA	mRNA	mRNA
chr3	187870764	187870765	+	chr3:187870761..187870768,+	div_pc	ENSG00000145012.8	True	False	chr16	24392753	24392754	+	no cage activity	no cage activity	no cage activity	0.06	no cage activity	0.0	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1037	m.919	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr3	188664628	188664629	+	chr3:188664623..188664637,+	div_pc	ENSG00000188001.5	True	False	chr16	25058249	25058250	+	no cage activity	no cage activity	no cage activity	0.05	no cage activity	0.0	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1038	m.920	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr3	196669276	196669277	-	chr3:196669271..196669282,-	div_pc	ENSG00000114503.6	True	False	chr16	31948842	31948843	+	no cage activity	no cage activity	no cage activity	1.09	no cage activity	0.8488889999999999	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1039	m.921	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr4	39529158	39529159	-	chr4:39529153..39529164,-	div_pc	ENSG00000109814.7	True	True	chr5	65827053	65827054	-	chr5:65827045..65827068,-	protein_coding	ENSMUSG00000029201.14	1.47	1.94	3.83889	1.5225	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1042	m.924	div. mRNA	mRNA	mRNA	mRNA
chr4	85887797	85887798	-	chr4:85887789..85887862,-	div_pc	ENSG00000163625.11	True	True	chr5	102498932	102498933	-	chr5:102498924..102498959,-	div_pc	ENSMUSG00000043940.15	11.95	19.94	8.83111	4.3575	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1047	m.929	div. mRNA	div. mRNA	mRNA	mRNA
chr4	109541691	109541692	+	chr4:109541684..109541697,+	div_pc	ENSG00000109475.12	True	True	chr3	130433238	130433239	-	chr3:130433228..130433270,-	other_pc	ENSMUSG00000062006.12	2.73	21.11	12.0633	34.3287	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1049	m.931	div. mRNA	other mRNA	mRNA	mRNA
chr4	174089357	174089358	+	chr4:174089347..174089403,+	div_pc	ENSG00000109586.7	True	True	chr8	60132463	60132464	-	chr8:60132427..60132474,-	protein_coding	ENSMUSG00000031608.13	2.46	0.93	2.8733299999999997	0.03125	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1051	m.933	div. mRNA	mRNA	mRNA	mRNA
chr4	174292104	174292105	+	chr4:174292058..174292130,+	div_pc	ENSG00000164105.3	True	True	chr8	59966609	59966610	-	chr8:59966598..59966668,-	div_pc	ENSMUSG00000031609.3	23.66	19.26	23.2167	59.705	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1052	m.934	div. mRNA	div. mRNA	mRNA	mRNA
chr4	185395200	185395201	-	chr4:185395191..185395226,-	div_pc	ENSG00000168310.6	True	True	chr8	47825619	47825620	+	chr8:47825595..47825627,+	div_pc	ENSMUSG00000031627.9	1.29	2.09	0.168889	0.0	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1055	m.937	div. mRNA	div. mRNA	mRNA	mRNA
chr5	32174289	32174290	-	chr5:32174283..32174295,-	div_pc	ENSG00000113384.9	True	True	chr15	12251375	12251376	+	chr15:12251371..12251380,+	div_pc	ENSMUSG00000022200.7	0.74	0.3	0.401111	0.765	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1059	m.941	div. mRNA	div. mRNA	mRNA	mRNA
chr5	37840009	37840010	-	chr5:37840004..37840017,-	div_pc	ENSG00000168621.10	True	False	chr15	7760702	7760703	+	no cage activity	no cage activity	no cage activity	0.1	no cage activity	0.0	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1060	m.942	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr5	38845931	38845932	+	chr5:38845927..38845936,+	div_pc	ENSG00000145623.8	True	False	chr15	6824497	6824498	-	no cage activity	no cage activity	no cage activity	0.21	no cage activity	0.057777800000000004	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1061	m.943	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr5	44809050	44809051	+	chr5:44809032..44809067,+	div_pc	ENSG00000112996.5	True	True	chr13	119176058	119176059	-	chr13:119176031..119176082,-	other_pc	ENSMUSG00000021731.9	37.74	18.52	56.1389	41.4325	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1064	m.946	div. mRNA	other mRNA	mRNA	mRNA
chr5	50679281	50679282	+	chr5:50679228..50679288,+	div_pc	ENSG00000016082.10	True	True	chr13	117099854	117099855	-	chr13:117099847..117099907,-	div_pc	ENSMUSG00000042258.13	1.37	2.55	1.75222	0.1775	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1065	m.947	div. mRNA	div. mRNA	mRNA	mRNA
chr5	55289874	55289875	-	chr5:55289873..55289877,-	div_pc	ENSG00000134352.15	True	False	chr13	113255150	113255151	+	no cage activity	no cage activity	no cage activity	0.45	no cage activity	0.036666699999999997	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1066	m.948	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr5	72794267	72794268	+	chr5:72794245..72794285,+	div_pc	ENSG00000145741.11	True	True	chr13	99086934	99086935	-	chr13:99086930..99086958,-	div_pc	ENSMUSG00000021660.14	692.42	216.34	883.007	557.001	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1067	m.949	div. mRNA	div. mRNA	mRNA	mRNA
chr5	87564645	87564646	-	chr5:87564620..87564687,-	div_pc	ENSG00000164180.9	True	True	chr13	84361907	84361908	+	chr13:84361891..84361961,+	other_pc	ENSMUSG00000035762.10	20.0	16.44	16.36	20.4513	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1068	m.950	div. mRNA	other mRNA	mRNA	mRNA
chr5	96518945	96518946	-	chr5:96518907..96518997,-	div_pc	ENSG00000058729.6	True	True	chr17	17511538	17511539	+	chr17:17511510..17511558,+	unassigned	unassigned	21.38	23.49	28.6733	68.4425	False	human	mouse	human__protein_coding:mouse__unassigned	h.1069	m.951	div. mRNA	other	mRNA	other
chr5	99871009	99871010	+	chr5:99871004..99871015,+	div_pc	ENSG00000174132.8	True	True	chr1	97210231	97210232	+	chr1:97210184..97210254,+	protein_coding	ENSMUSG00000051185.9	0.34	17.49	0.0422222	4.27875	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1070	m.952	div. mRNA	mRNA	mRNA	mRNA
chr5	121647454	121647455	+	chr5:121647446..121647460,+	other_pc	ENSG00000064692.14	True	True	chr18	52927793	52927794	+	chr18:52927788..52927803,+	protein_coding	ENSMUSG00000024534.15	0.12	0.67	0.28444400000000003	0.0	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1071	m.953	other mRNA	mRNA	mRNA	mRNA
chr5	147763520	147763521	+	chr5:147763503..147763534,+	div_pc	ENSG00000145868.12	True	True	chr18	62708354	62708355	-	chr18:62708336..62708371,-	div_pc	ENSMUSG00000042211.6	5.88	8.91	2.19556	12.9188	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1073	m.955	div. mRNA	div. mRNA	mRNA	mRNA
chr6	17706545	17706546	-	chr6:17706539..17706588,-	div_pc	ENSG00000124789.7	True	False	chr13	46822766	46822767	-	no cage activity	no cage activity	no cage activity	0.28	no cage activity	0.325556	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1077	m.959	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr6	46097725	46097726	+	chr6:46097711..46097736,+	div_pc	ENSG00000001561.6	True	True	chr17	44242873	44242874	-	chr17:44242866..44242912,-	protein_coding	ENSMUSG00000023961.16	3.26	0.82	0.856667	0.23375	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1079	m.961	div. mRNA	mRNA	mRNA	mRNA
chr6	75994026	75994027	-	chr6:75994025..75994057,-	div_pc	ENSG00000112697.11	True	True	chr9	79640675	79640676	-	chr9:79640657..79640690,-	div_pc	ENSMUSG00000032328.12	0.46	0.25	0.498889	0.0	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1080	m.962	div. mRNA	div. mRNA	mRNA	mRNA
chr6	75994026	75994027	-	chr6:75994025..75994057,-	div_pc	ENSG00000112697.11	True	True	chr9	79640675	79640676	-	chr9:79640657..79640690,-	div_pc	ENSMUSG00000032328.12	0.46	0.25	0.498889	0.0	False	mouse	human	human__protein_coding:mouse__protein_coding	h.1080	m.962	div. mRNA	div. mRNA	mRNA	mRNA
chr6	79944398	79944399	-	chr6:79944336..79944440,-	div_pc	ENSG00000118418.10	True	True	chr9	83040172	83040173	-	chr9:83040135..83040195,-	other_pc	ENSMUSG00000066456.14	76.19	24.84	194.52	2.5675	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1081	m.963	div. mRNA	other mRNA	mRNA	mRNA
chr6	111580541	111580542	+	chr6:111580508..111580575,+	div_pc	ENSG00000173214.5	True	True	chr10	39619009	39619010	-	chr10:39618993..39619076,-	div_pc	ENSMUSG00000096687.7	8.88	2.91	12.0256	1.19125	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1082	m.964	div. mRNA	div. mRNA	mRNA	mRNA
chr6	116601005	116601006	-	chr6:116601000..116601011,-	div_pc	ENSG00000189241.6	True	True	chr10	34002048	34002049	+	chr10:34002005..34002084,+	protein_coding	ENSMUSG00000047514.6	0.63	28.98	0.527778	14.1538	False	human	mouse	human__protein_coding:mouse__protein_coding	h.1084	m.966	div. mRNA	mRNA	mRNA	mRNA
chr6	132271552	132271553	-	chr6:132271546..132271561,-	div_pc	ENSG00000118523.5	True	True	chr10	24316252	24316253	+	chr10:24316245..24316262,+	unassigned	unassigned	0.59	0.14	0.0144444	0.11	False	human	mouse	human__protein_coding:mouse__unassigned	h.1085	m.967	div. mRNA	other	mRNA	other
chr6	146056348	146056349	-	chr6:146056341..146056355,-	div_pc	ENSG00000112425.9	True	False	chr10	11063550	11063551	+	no cage activity	no cage activity	no cage activity	0.51	no cage activity	0.5022220000000001	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.1086	m.968	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
